Scenario,LoadLevel,ESS1,ESS2
sc01,01-02 20:00:00+01:00,0.0,0.0
sc01,01-02 21:00:00+01:00,0.0,0.0
sc01,01-02 22:00:00+01:00,0.0,0.0
sc01,01-02 23:00:00+01:00,0.0,0.0
sc01,01-03 00:00:00+01:00,0.0,0.0
sc01,01-03 01:00:00+01:00,0.0,0.0
sc01,01-03 02:00:00+01:00,54.11541299999989,0.0
sc01,01-03 03:00:00+01:00,67.00342115802286,7.139780841977259
sc01,01-03 04:00:00+01:00,0.0,17.8541940000001
sc01,01-03 05:00:00+01:00,0.0,0.0
sc01,01-03 06:00:00+01:00,0.0,0.0
sc01,01-03 07:00:00+01:00,0.0,0.0
sc01,01-03 08:00:00+01:00,0.0,0.0
sc01,01-03 09:00:00+01:00,0.0,0.0
sc01,01-03 10:00:00+01:00,0.0,0.0
sc01,01-03 11:00:00+01:00,0.0,0.0
sc01,01-03 12:00:00+01:00,0.0,0.0
sc01,01-03 13:00:00+01:00,0.0,0.0
sc01,01-03 14:00:00+01:00,0.0,0.0
sc01,01-03 15:00:00+01:00,0.0,0.0
sc01,01-03 16:00:00+01:00,0.0,0.0
sc01,01-03 17:00:00+01:00,0.0,0.0
sc01,01-03 18:00:00+01:00,0.0,0.0
sc01,01-03 19:00:00+01:00,0.0,0.0
sc01,01-03 20:00:00+01:00,0.0,0.0
sc01,01-03 21:00:00+01:00,53.51796299999978,0.0
sc01,01-03 22:00:00+01:00,100.0,50.0
sc01,01-03 23:00:00+01:00,100.0,50.0
sc01,01-04 00:00:00+01:00,100.0,50.0
sc01,01-04 01:00:00+01:00,100.0,50.0
sc01,01-04 02:00:00+01:00,100.0,50.0
sc01,01-04 03:00:00+01:00,100.0,50.0
sc01,01-04 04:00:00+01:00,100.0,50.0
sc01,01-04 05:00:00+01:00,100.0,50.0
sc01,01-04 06:00:00+01:00,0.0,44.1326989999995
sc01,01-04 07:00:00+01:00,0.0,0.0
sc01,01-04 08:00:00+01:00,0.0,0.0
sc01,01-04 09:00:00+01:00,0.0,0.0
sc01,01-04 10:00:00+01:00,0.0,0.0
sc01,01-04 11:00:00+01:00,0.0,0.0
sc01,01-04 12:00:00+01:00,0.0,0.0
sc01,01-04 13:00:00+01:00,0.0,0.0
sc01,01-04 14:00:00+01:00,0.0,0.0
sc01,01-04 15:00:00+01:00,0.0,0.0
sc01,01-04 16:00:00+01:00,0.0,0.0
sc01,01-04 17:00:00+01:00,0.0,0.0
sc01,01-04 18:00:00+01:00,0.0,0.0
sc01,01-04 19:00:00+01:00,0.0,0.0
sc01,01-04 20:00:00+01:00,0.0,0.0
sc01,01-04 21:00:00+01:00,0.0,0.0
sc01,01-04 22:00:00+01:00,0.0,0.0
sc01,01-04 23:00:00+01:00,0.0,0.0
sc01,01-05 00:00:00+01:00,0.0,0.0
sc01,01-05 01:00:00+01:00,0.0,0.0
sc01,01-05 02:00:00+01:00,0.0,0.0
sc01,01-05 03:00:00+01:00,0.0,0.0
sc01,01-05 04:00:00+01:00,0.0,0.0
sc01,01-05 05:00:00+01:00,0.0,0.0
sc01,01-05 06:00:00+01:00,0.0,0.0
sc01,01-05 07:00:00+01:00,0.0,0.0
sc01,01-05 08:00:00+01:00,0.0,0.0
sc01,01-05 09:00:00+01:00,0.0,0.0
sc01,01-05 10:00:00+01:00,0.0,0.0
sc01,01-05 11:00:00+01:00,0.0,0.0
sc01,01-05 12:00:00+01:00,0.0,0.0
sc01,01-05 13:00:00+01:00,0.0,0.0
sc01,01-05 14:00:00+01:00,0.0,0.0
sc01,01-05 15:00:00+01:00,0.0,0.0
sc01,01-05 16:00:00+01:00,0.0,0.0
sc01,01-05 17:00:00+01:00,0.0,0.0
sc01,01-05 18:00:00+01:00,0.0,0.0
sc01,01-05 19:00:00+01:00,0.0,0.0
sc01,01-05 20:00:00+01:00,0.0,0.0
sc01,01-05 21:00:00+01:00,0.0,0.0
sc01,01-05 22:00:00+01:00,0.0,50.0
sc01,01-05 23:00:00+01:00,0.0,50.0
sc01,01-06 00:00:00+01:00,0.0,50.0
sc01,01-06 01:00:00+01:00,80.78392300000026,50.0
sc01,01-06 02:00:00+01:00,100.0,50.0
sc01,01-06 03:00:00+01:00,100.0,50.0
sc01,01-06 04:00:00+01:00,100.0,50.0
sc01,01-06 05:00:00+01:00,100.0,50.0
sc01,01-06 06:00:00+01:00,100.0,50.0
sc01,01-06 07:00:00+01:00,62.52108199999973,50.0
sc01,01-06 08:00:00+01:00,0.0,50.0
sc01,01-06 09:00:00+01:00,0.0,50.0
sc01,01-06 10:00:00+01:00,0.0,50.0
sc01,01-06 11:00:00+01:00,0.0,50.0
sc01,01-06 12:00:00+01:00,22.661904999999315,50.0
sc01,01-06 13:00:00+01:00,0.0,50.0
sc01,01-06 14:00:00+01:00,0.0,50.0
sc01,01-06 15:00:00+01:00,0.0,0.0
sc01,01-06 16:00:00+01:00,0.0,0.0
sc01,01-06 17:00:00+01:00,0.0,0.0
sc01,01-06 18:00:00+01:00,0.0,0.0
sc01,01-06 19:00:00+01:00,0.0,0.0
sc01,01-06 20:00:00+01:00,54.415333999999646,50.0
sc01,01-06 21:00:00+01:00,100.0,50.0
sc01,01-06 22:00:00+01:00,100.0,50.0
sc01,01-06 23:00:00+01:00,100.0,50.0
sc01,01-07 00:00:00+01:00,100.0,50.0
sc01,01-07 01:00:00+01:00,100.0,50.0
sc01,01-07 02:00:00+01:00,100.0,50.0
sc01,01-07 03:00:00+01:00,100.0,50.0
sc01,01-07 04:00:00+01:00,100.0,50.0
sc01,01-07 05:00:00+01:00,100.0,50.0
sc01,01-07 06:00:00+01:00,4.747255844424419,50.0
sc01,01-07 07:00:00+01:00,100.0,50.0
sc01,01-07 08:00:00+01:00,100.0,50.0
sc01,01-07 09:00:00+01:00,55.14738399999975,50.0
sc01,01-07 10:00:00+01:00,0.0,0.0
sc01,01-07 11:00:00+01:00,0.0,0.0
sc01,01-07 12:00:00+01:00,0.0,0.0
sc01,01-07 13:00:00+01:00,0.0,0.0
sc01,01-07 14:00:00+01:00,0.0,0.0
sc01,01-07 15:00:00+01:00,0.0,0.0
sc01,01-07 16:00:00+01:00,0.0,0.0
sc01,01-07 17:00:00+01:00,0.0,0.0
sc01,01-07 18:00:00+01:00,0.0,0.0
sc01,01-07 19:00:00+01:00,0.0,0.0
sc01,01-07 20:00:00+01:00,0.0,0.0
sc01,01-07 21:00:00+01:00,0.0,0.0
sc01,01-07 22:00:00+01:00,8.315256999999466,50.0
sc01,01-07 23:00:00+01:00,100.0,50.0
sc02,01-01 00:00:00+01:00,100.0,50.0
sc02,01-01 01:00:00+01:00,100.0,50.0
sc02,01-01 02:00:00+01:00,100.0,50.0
sc02,01-01 03:00:00+01:00,100.0,50.0
sc02,01-01 04:00:00+01:00,100.0,50.0
sc02,01-01 05:00:00+01:00,100.0,50.0
sc02,01-01 06:00:00+01:00,100.0,50.0
sc02,01-01 07:00:00+01:00,100.0,50.0
sc02,01-01 08:00:00+01:00,100.0,50.0
sc02,01-01 09:00:00+01:00,100.0,50.0
sc02,01-01 10:00:00+01:00,100.0,50.0
sc02,01-01 11:00:00+01:00,100.0,50.0
sc02,01-01 12:00:00+01:00,100.0,50.0
sc02,01-01 13:00:00+01:00,100.0,50.0
sc02,01-01 14:00:00+01:00,100.0,50.0
sc02,01-01 15:00:00+01:00,100.0,50.0
sc02,01-01 16:00:00+01:00,99.2495779999999,50.0
sc02,01-01 17:00:00+01:00,18.638841999999322,50.0
sc02,01-01 18:00:00+01:00,28.030391000000044,50.0
sc02,01-01 19:00:00+01:00,82.87157300000037,50.0
sc02,01-01 20:00:00+01:00,100.0,50.0
sc02,01-01 21:00:00+01:00,100.0,50.0
sc02,01-01 22:00:00+01:00,100.0,50.0
sc02,01-01 23:00:00+01:00,100.0,50.0
sc02,01-02 00:00:00+01:00,100.0,50.0
sc02,01-02 01:00:00+01:00,100.0,50.0
sc02,01-02 02:00:00+01:00,100.0,50.0
sc02,01-02 03:00:00+01:00,100.0,50.0
sc02,01-02 04:00:00+01:00,100.0,50.0
sc02,01-02 05:00:00+01:00,100.0,50.0
sc02,01-02 06:00:00+01:00,82.42068800000013,50.0
sc02,01-02 07:00:00+01:00,0.0,0.0
sc02,01-02 08:00:00+01:00,0.0,0.0
sc02,01-02 09:00:00+01:00,0.0,0.0
sc02,01-02 10:00:00+01:00,0.0,0.0
sc02,01-02 11:00:00+01:00,0.0,0.0
sc02,01-02 12:00:00+01:00,0.0,0.0
sc02,01-02 13:00:00+01:00,0.0,0.0
sc02,01-02 14:00:00+01:00,0.0,0.0
sc02,01-02 15:00:00+01:00,0.0,0.0
sc02,01-02 16:00:00+01:00,0.0,0.0
sc02,01-02 17:00:00+01:00,0.0,0.0
sc02,01-02 18:00:00+01:00,0.0,0.0
sc02,01-02 19:00:00+01:00,0.0,0.0
sc02,01-02 20:00:00+01:00,0.0,0.0
sc02,01-02 21:00:00+01:00,0.0,0.0
sc02,01-02 22:00:00+01:00,0.0,0.0
sc02,01-02 23:00:00+01:00,51.81659699999985,50.0
sc02,01-03 00:00:00+01:00,100.0,50.0
sc02,01-03 01:00:00+01:00,100.0,50.0
sc02,01-03 02:00:00+01:00,100.0,50.0
sc02,01-03 03:00:00+01:00,100.0,50.0
sc02,01-03 04:00:00+01:00,100.0,50.0
sc02,01-03 05:00:00+01:00,31.37342499999962,50.0
sc02,01-03 06:00:00+01:00,0.0,0.0
sc02,01-03 07:00:00+01:00,0.0,0.0
sc02,01-03 08:00:00+01:00,0.0,0.0
sc02,01-03 09:00:00+01:00,0.0,0.0
sc02,01-03 10:00:00+01:00,0.0,0.0
sc02,01-03 11:00:00+01:00,0.0,0.0
sc02,01-03 12:00:00+01:00,0.0,0.0
sc02,01-03 13:00:00+01:00,0.0,0.0
sc02,01-03 14:00:00+01:00,0.0,0.0
sc02,01-03 15:00:00+01:00,0.0,0.0
sc02,01-03 16:00:00+01:00,0.0,0.0
sc02,01-03 17:00:00+01:00,0.0,0.0
sc02,01-03 18:00:00+01:00,0.0,0.0
sc02,01-03 19:00:00+01:00,0.0,0.0
sc02,01-03 20:00:00+01:00,0.0,0.0
sc02,01-03 21:00:00+01:00,92.79344299999981,50.0
sc02,01-03 22:00:00+01:00,100.0,50.0
sc02,01-03 23:00:00+01:00,100.0,50.0
sc02,01-04 00:00:00+01:00,100.0,50.0
sc02,01-04 01:00:00+01:00,100.0,50.0
sc02,01-04 02:00:00+01:00,100.0,50.0
sc02,01-04 03:00:00+01:00,100.0,50.0
sc02,01-04 04:00:00+01:00,100.0,50.0
sc02,01-04 05:00:00+01:00,100.0,50.0
sc02,01-04 06:00:00+01:00,82.16329899999953,50.0
sc02,01-04 07:00:00+01:00,0.0,0.0
sc02,01-04 08:00:00+01:00,0.0,0.0
sc02,01-04 09:00:00+01:00,0.0,0.0
sc02,01-04 10:00:00+01:00,0.0,0.0
sc02,01-04 11:00:00+01:00,0.0,0.0
sc02,01-04 12:00:00+01:00,0.0,0.0
sc02,01-04 13:00:00+01:00,0.0,0.0
sc02,01-04 14:00:00+01:00,0.0,0.0
sc02,01-04 15:00:00+01:00,0.0,0.0
sc02,01-04 16:00:00+01:00,0.0,0.0
sc02,01-04 17:00:00+01:00,0.0,0.0
sc02,01-04 18:00:00+01:00,0.0,0.0
sc02,01-04 19:00:00+01:00,0.0,0.0
sc02,01-04 20:00:00+01:00,0.0,0.0
sc02,01-04 21:00:00+01:00,0.0,0.0
sc02,01-04 22:00:00+01:00,0.0,0.0
sc02,01-04 23:00:00+01:00,15.164956000000117,50.0
sc02,01-05 00:00:00+01:00,39.742870000000096,50.0
sc02,01-05 01:00:00+01:00,67.39164300000023,50.0
sc02,01-05 02:00:00+01:00,98.88151999999984,50.0
sc02,01-05 03:00:00+01:00,90.75060800000013,50.0
sc02,01-05 04:00:00+01:00,0.0,48.9757380000001
sc02,01-05 05:00:00+01:00,0.0,0.0
sc02,01-05 06:00:00+01:00,0.0,0.0
sc02,01-05 07:00:00+01:00,0.0,0.0
sc02,01-05 08:00:00+01:00,0.0,0.0
sc02,01-05 09:00:00+01:00,0.0,0.0
sc02,01-05 10:00:00+01:00,0.0,0.0
sc02,01-05 11:00:00+01:00,0.0,0.0
sc02,01-05 12:00:00+01:00,0.0,0.0
sc02,01-05 13:00:00+01:00,0.0,0.0
sc02,01-05 14:00:00+01:00,0.0,0.0
sc02,01-05 15:00:00+01:00,0.0,0.0
sc02,01-05 16:00:00+01:00,0.0,0.0
sc02,01-05 17:00:00+01:00,0.0,0.0
sc02,01-05 18:00:00+01:00,0.0,0.0
sc02,01-05 19:00:00+01:00,0.0,0.0
sc02,01-05 20:00:00+01:00,0.0,0.0
sc02,01-05 21:00:00+01:00,0.0,0.0
sc02,01-05 22:00:00+01:00,0.0,0.0
sc02,01-05 23:00:00+01:00,78.11691200000016,50.0
sc02,01-06 00:00:00+01:00,100.0,50.0
sc02,01-06 01:00:00+01:00,100.0,50.0
sc02,01-06 02:00:00+01:00,100.0,50.0
sc02,01-06 03:00:00+01:00,100.0,50.0
sc02,01-06 04:00:00+01:00,100.0,50.0
sc02,01-06 05:00:00+01:00,100.0,50.0
sc02,01-06 06:00:00+01:00,100.0,50.0
sc02,01-06 07:00:00+01:00,100.0,50.0
sc02,01-06 08:00:00+01:00,100.0,50.0
sc02,01-06 09:00:00+01:00,49.77178400000015,50.0
sc02,01-06 10:00:00+01:00,0.0,0.0
sc02,01-06 11:00:00+01:00,0.0,0.0
sc02,01-06 12:00:00+01:00,0.0,0.0
sc02,01-06 13:00:00+01:00,0.0,0.9061510000000217
sc02,01-06 14:00:00+01:00,0.0,0.0
sc02,01-06 15:00:00+01:00,0.0,0.0
sc02,01-06 16:00:00+01:00,0.0,0.0
sc02,01-06 17:00:00+01:00,0.0,0.0
sc02,01-06 18:00:00+01:00,0.0,0.0
sc02,01-06 19:00:00+01:00,0.0,0.0
sc02,01-06 20:00:00+01:00,0.0,0.0
sc02,01-06 21:00:00+01:00,37.42183599999971,50.0
sc02,01-06 22:00:00+01:00,100.0,50.0
sc02,01-06 23:00:00+01:00,100.0,50.0
sc02,01-07 00:00:00+01:00,100.0,50.0
sc02,01-07 01:00:00+01:00,100.0,50.0
sc02,01-07 02:00:00+01:00,100.0,50.0
sc02,01-07 03:00:00+01:00,100.0,50.0
sc02,01-07 04:00:00+01:00,100.0,50.0
sc02,01-07 05:00:00+01:00,100.0,50.0
sc02,01-07 06:00:00+01:00,100.0,50.0
sc02,01-07 07:00:00+01:00,100.0,50.0
sc02,01-07 08:00:00+01:00,100.0,50.0
sc02,01-07 09:00:00+01:00,0.0,38.919323999999754
sc02,01-07 10:00:00+01:00,0.0,0.0
sc02,01-07 11:00:00+01:00,0.0,0.0
sc02,01-07 12:00:00+01:00,0.0,0.0
sc02,01-07 13:00:00+01:00,0.0,0.0
sc02,01-07 14:00:00+01:00,0.0,0.0
sc02,01-07 15:00:00+01:00,0.0,0.0
sc02,01-07 16:00:00+01:00,0.0,0.0
sc02,01-07 17:00:00+01:00,0.0,0.0
sc02,01-07 18:00:00+01:00,0.0,0.0
sc02,01-07 19:00:00+01:00,0.0,0.0
sc02,01-07 20:00:00+01:00,0.0,0.0
sc02,01-07 21:00:00+01:00,0.0,0.0
sc02,01-07 22:00:00+01:00,0.0,9.871736999999548
sc02,01-07 23:00:00+01:00,94.82654300000004,50.0
sc03,01-01 00:00:00+01:00,100.0,50.0
sc03,01-01 01:00:00+01:00,100.0,50.0
sc03,01-01 02:00:00+01:00,100.0,50.0
sc03,01-01 03:00:00+01:00,100.0,50.0
sc03,01-01 04:00:00+01:00,100.0,50.0
sc03,01-01 05:00:00+01:00,100.0,50.0
sc03,01-01 06:00:00+01:00,100.0,50.0
sc03,01-01 07:00:00+01:00,100.0,50.0
sc03,01-01 08:00:00+01:00,100.0,50.0
sc03,01-01 09:00:00+01:00,100.0,50.0
sc03,01-01 10:00:00+01:00,100.0,50.0
sc03,01-01 11:00:00+01:00,100.0,40.31353699999984
sc03,01-01 12:00:00+01:00,100.0,50.0
sc03,01-01 13:00:00+01:00,100.0,50.0
sc03,01-01 14:00:00+01:00,100.0,46.9769659999999
sc03,01-01 15:00:00+01:00,0.0,0.0
sc03,01-01 16:00:00+01:00,0.0,0.0
sc03,01-01 17:00:00+01:00,0.0,0.0
sc03,01-01 18:00:00+01:00,0.0,0.0
sc03,01-01 19:00:00+01:00,0.0,0.0
sc03,01-01 20:00:00+01:00,0.0,0.0
sc03,01-01 21:00:00+01:00,3.5952289999998666,0.0
sc03,01-01 22:00:00+01:00,100.0,34.38439999999954
sc03,01-01 23:00:00+01:00,100.0,50.0
sc03,01-02 00:00:00+01:00,100.0,50.0
sc03,01-02 01:00:00+01:00,100.0,50.0
sc03,01-02 02:00:00+01:00,100.0,50.0
sc03,01-02 03:00:00+01:00,100.0,50.0
sc03,01-02 04:00:00+01:00,100.0,50.0
sc03,01-02 05:00:00+01:00,25.51267399999979,0.0
sc03,01-02 06:00:00+01:00,0.0,0.0
sc03,01-02 07:00:00+01:00,0.0,0.0
sc03,01-02 08:00:00+01:00,0.0,0.0
sc03,01-02 09:00:00+01:00,0.0,0.0
sc03,01-02 10:00:00+01:00,0.0,0.0
sc03,01-02 11:00:00+01:00,0.0,0.0
sc03,01-02 12:00:00+01:00,0.0,0.0
sc03,01-02 13:00:00+01:00,0.0,0.0
sc03,01-02 14:00:00+01:00,0.0,0.0
sc03,01-02 15:00:00+01:00,0.0,0.0
sc03,01-02 16:00:00+01:00,0.0,0.0
sc03,01-02 17:00:00+01:00,0.0,0.0
sc03,01-02 18:00:00+01:00,0.0,0.0
sc03,01-02 19:00:00+01:00,0.0,0.0
sc03,01-02 20:00:00+01:00,0.0,0.0
sc03,01-02 21:00:00+01:00,0.0,0.0
sc03,01-02 22:00:00+01:00,0.0,24.884856999999872
sc03,01-02 23:00:00+01:00,100.0,50.0
sc03,01-03 00:00:00+01:00,100.0,50.0
sc03,01-03 01:00:00+01:00,0.0,50.0
sc03,01-03 02:00:00+01:00,11.374819207756243,50.0
sc03,01-03 03:00:00+01:00,100.0,50.0
sc03,01-03 04:00:00+01:00,0.0,50.0
sc03,01-03 05:00:00+01:00,100.0,50.0
sc03,01-03 06:00:00+01:00,0.0,0.0
sc03,01-03 07:00:00+01:00,0.0,0.0
sc03,01-03 08:00:00+01:00,0.0,0.0
sc03,01-03 09:00:00+01:00,0.0,0.0
sc03,01-03 10:00:00+01:00,0.0,0.0
sc03,01-03 11:00:00+01:00,0.0,0.0
sc03,01-03 12:00:00+01:00,0.0,0.0
sc03,01-03 13:00:00+01:00,0.0,0.0
sc03,01-03 14:00:00+01:00,0.0,0.0
sc03,01-03 15:00:00+01:00,0.0,0.0
sc03,01-03 16:00:00+01:00,0.0,0.0
sc03,01-03 17:00:00+01:00,0.0,0.0
sc03,01-03 18:00:00+01:00,0.0,0.0
sc03,01-03 19:00:00+01:00,0.0,0.0
sc03,01-03 20:00:00+01:00,93.69371099999968,50.0
sc03,01-03 21:00:00+01:00,100.0,50.0
sc03,01-03 22:00:00+01:00,100.0,50.0
sc03,01-03 23:00:00+01:00,100.0,50.0
sc03,01-04 00:00:00+01:00,100.0,50.0
sc03,01-04 01:00:00+01:00,100.0,50.0
sc03,01-04 02:00:00+01:00,100.0,50.0
sc03,01-04 03:00:00+01:00,100.0,50.0
sc03,01-04 04:00:00+01:00,100.0,50.0
sc03,01-04 05:00:00+01:00,100.0,50.0
sc03,01-04 06:00:00+01:00,100.0,50.0
sc03,01-04 07:00:00+01:00,78.53662468443034,14.01243531556941
sc03,01-04 08:00:00+01:00,0.0,0.0
sc03,01-04 09:00:00+01:00,0.0,0.0
sc03,01-04 10:00:00+01:00,0.0,0.0
sc03,01-04 11:00:00+01:00,0.0,0.0
sc03,01-04 12:00:00+01:00,0.0,0.0
sc03,01-04 13:00:00+01:00,0.0,0.0
sc03,01-04 14:00:00+01:00,0.0,0.0
sc03,01-04 15:00:00+01:00,0.0,0.0
sc03,01-04 16:00:00+01:00,0.0,0.0
sc03,01-04 17:00:00+01:00,0.0,0.0
sc03,01-04 18:00:00+01:00,0.0,0.0
sc03,01-04 19:00:00+01:00,0.0,0.0
sc03,01-04 20:00:00+01:00,0.0,0.0
sc03,01-04 21:00:00+01:00,0.0,0.0
sc03,01-04 22:00:00+01:00,23.54317299999964,50.0
sc03,01-04 23:00:00+01:00,100.0,25.200656000000322
sc03,01-05 00:00:00+01:00,100.0,35.055949999999946
sc03,01-05 01:00:00+01:00,100.0,50.0
sc03,01-05 02:00:00+01:00,100.0,50.0
sc03,01-05 03:00:00+01:00,100.0,50.0
sc03,01-05 04:00:00+01:00,80.97235800000003,0.0
sc03,01-05 05:00:00+01:00,0.0,0.0
sc03,01-05 06:00:00+01:00,0.0,0.0
sc03,01-05 07:00:00+01:00,0.0,0.0
sc03,01-05 08:00:00+01:00,0.0,0.0
sc03,01-05 09:00:00+01:00,0.0,0.0
sc03,01-05 10:00:00+01:00,0.0,0.0
sc03,01-05 11:00:00+01:00,0.0,0.0
sc03,01-05 12:00:00+01:00,0.0,0.0
sc03,01-05 13:00:00+01:00,0.0,0.0
sc03,01-05 14:00:00+01:00,0.0,0.0
sc03,01-05 15:00:00+01:00,0.0,0.0
sc03,01-05 16:00:00+01:00,0.0,0.0
sc03,01-05 17:00:00+01:00,0.0,0.0
sc03,01-05 18:00:00+01:00,0.0,0.0
sc03,01-05 19:00:00+01:00,0.0,0.0
sc03,01-05 20:00:00+01:00,0.0,0.0
sc03,01-05 21:00:00+01:00,0.0,0.0
sc03,01-05 22:00:00+01:00,0.0,6.138285999999549
sc03,01-05 23:00:00+01:00,100.0,50.0
sc03,01-06 00:00:00+01:00,100.0,50.0
sc03,01-06 01:00:00+01:00,100.0,50.0
sc03,01-06 02:00:00+01:00,100.0,50.0
sc03,01-06 03:00:00+01:00,100.0,50.0
sc03,01-06 04:00:00+01:00,100.0,50.0
sc03,01-06 05:00:00+01:00,100.0,50.0
sc03,01-06 06:00:00+01:00,100.0,50.0
sc03,01-06 07:00:00+01:00,100.0,50.0
sc03,01-06 08:00:00+01:00,100.0,50.0
sc03,01-06 09:00:00+01:00,100.0,50.0
sc03,01-06 10:00:00+01:00,23.030531999999383,50.0
sc03,01-06 11:00:00+01:00,0.0,6.168022999999967
sc03,01-06 12:00:00+01:00,0.0,21.339764999999456
sc03,01-06 13:00:00+01:00,2.482541000000116,50.0
sc03,01-06 14:00:00+01:00,2.88746300000009,50.0
sc03,01-06 15:00:00+01:00,0.0,0.0
sc03,01-06 16:00:00+01:00,0.0,0.0
sc03,01-06 17:00:00+01:00,0.0,0.0
sc03,01-06 18:00:00+01:00,0.0,0.0
sc03,01-06 19:00:00+01:00,0.0,0.0
sc03,01-06 20:00:00+01:00,0.0,35.73219399999961
sc03,01-06 21:00:00+01:00,100.0,50.0
sc03,01-06 22:00:00+01:00,100.0,50.0
sc03,01-06 23:00:00+01:00,100.0,50.0
sc03,01-07 00:00:00+01:00,100.0,50.0
sc03,01-07 01:00:00+01:00,100.0,50.0
sc03,01-07 02:00:00+01:00,100.0,50.0
sc03,01-07 03:00:00+01:00,100.0,50.0
sc03,01-07 04:00:00+01:00,100.0,50.0
sc03,01-07 05:00:00+01:00,100.0,50.0
sc03,01-07 06:00:00+01:00,100.0,50.0
sc03,01-07 07:00:00+01:00,100.0,50.0
sc03,01-07 08:00:00+01:00,100.0,50.0
sc03,01-07 09:00:00+01:00,22.033353999999616,50.0
sc03,01-07 10:00:00+01:00,0.0,0.0
sc03,01-07 11:00:00+01:00,0.0,0.0
sc03,01-07 12:00:00+01:00,0.0,0.0
sc03,01-07 13:00:00+01:00,0.0,0.0
sc03,01-07 14:00:00+01:00,0.0,0.0
sc03,01-07 15:00:00+01:00,0.0,0.0
sc03,01-07 16:00:00+01:00,0.0,0.0
sc03,01-07 17:00:00+01:00,0.0,0.0
sc03,01-07 18:00:00+01:00,0.0,0.0
sc03,01-07 19:00:00+01:00,0.0,0.0
sc03,01-07 20:00:00+01:00,0.0,0.0
sc03,01-07 21:00:00+01:00,0.0,0.0
sc03,01-07 22:00:00+01:00,0.0,34.09349699999964
sc03,01-07 23:00:00+01:00,100.0,50.0
