Scenario,LoadLevel,ESS1,ESS2
sc01,01-02 18:00:00+01:00,0.0,0.0
sc01,01-02 19:00:00+01:00,0.0,0.0
sc01,01-02 20:00:00+01:00,0.0,0.0
sc01,01-02 21:00:00+01:00,0.0,0.0
sc01,01-02 22:00:00+01:00,0.0,0.0
sc01,01-02 23:00:00+01:00,0.0,0.0
sc01,01-03 00:00:00+01:00,0.0,0.0
sc01,01-03 01:00:00+01:00,0.0,0.0
sc01,01-03 02:00:00+01:00,0.05411541299999989,0.0
sc01,01-03 03:00:00+01:00,0.06700342115802287,0.007139780841977259
sc01,01-03 04:00:00+01:00,0.0,0.0178541940000001
sc01,01-03 05:00:00+01:00,0.0,0.0
sc01,01-03 06:00:00+01:00,0.0,0.0
sc01,01-03 07:00:00+01:00,0.0,0.0
sc01,01-03 08:00:00+01:00,0.0,0.0
sc01,01-03 09:00:00+01:00,0.0,0.0
sc01,01-03 10:00:00+01:00,0.0,0.0
sc01,01-03 11:00:00+01:00,0.0,0.0
sc01,01-03 12:00:00+01:00,0.0,0.0
sc01,01-03 13:00:00+01:00,0.0,0.0
sc01,01-03 14:00:00+01:00,0.0,0.0
sc01,01-03 15:00:00+01:00,0.0,0.0
sc01,01-03 16:00:00+01:00,0.0,0.0
sc01,01-03 17:00:00+01:00,0.0,0.0
sc01,01-03 18:00:00+01:00,0.0,0.0
sc01,01-03 19:00:00+01:00,0.0,0.0
sc01,01-03 20:00:00+01:00,0.0,0.0
sc01,01-03 21:00:00+01:00,0.05351796299999978,0.0
sc01,01-03 22:00:00+01:00,0.1,0.05
sc01,01-03 23:00:00+01:00,0.1,0.05
sc01,01-04 00:00:00+01:00,0.1,0.05
sc01,01-04 01:00:00+01:00,0.1,0.05
sc01,01-04 02:00:00+01:00,0.1,0.05
sc01,01-04 03:00:00+01:00,0.1,0.05
sc01,01-04 04:00:00+01:00,0.1,0.05
sc01,01-04 05:00:00+01:00,0.1,0.05
sc01,01-04 06:00:00+01:00,0.0,0.0441326989999995
sc01,01-04 07:00:00+01:00,0.0,0.0
sc01,01-04 08:00:00+01:00,0.0,0.0
sc01,01-04 09:00:00+01:00,0.0,0.0
sc01,01-04 10:00:00+01:00,0.0,0.0
sc01,01-04 11:00:00+01:00,0.0,0.0
sc01,01-04 12:00:00+01:00,0.0,0.0
sc01,01-04 13:00:00+01:00,0.0,0.0
sc01,01-04 14:00:00+01:00,0.0,0.0
sc01,01-04 15:00:00+01:00,0.0,0.0
sc01,01-04 16:00:00+01:00,0.0,0.0
sc01,01-04 17:00:00+01:00,0.0,0.0
sc01,01-04 18:00:00+01:00,0.0,0.0
sc01,01-04 19:00:00+01:00,0.0,0.0
sc01,01-04 20:00:00+01:00,0.0,0.0
sc01,01-04 21:00:00+01:00,0.0,0.0
sc01,01-04 22:00:00+01:00,0.0,0.0
sc01,01-04 23:00:00+01:00,0.0,0.0
sc01,01-05 00:00:00+01:00,0.0,0.0
sc01,01-05 01:00:00+01:00,0.0,0.0
sc01,01-05 02:00:00+01:00,0.0,0.0
sc01,01-05 03:00:00+01:00,0.0,0.0
sc01,01-05 04:00:00+01:00,0.0,0.0
sc01,01-05 05:00:00+01:00,0.0,0.0
sc01,01-05 06:00:00+01:00,0.0,0.0
sc01,01-05 07:00:00+01:00,0.0,0.0
sc01,01-05 08:00:00+01:00,0.0,0.0
sc01,01-05 09:00:00+01:00,0.0,0.0
sc01,01-05 10:00:00+01:00,0.0,0.0
sc01,01-05 11:00:00+01:00,0.0,0.0
sc01,01-05 12:00:00+01:00,0.0,0.0
sc01,01-05 13:00:00+01:00,0.0,0.0
sc01,01-05 14:00:00+01:00,0.0,0.0
sc01,01-05 15:00:00+01:00,0.0,0.0
sc01,01-05 16:00:00+01:00,0.0,0.0
sc01,01-05 17:00:00+01:00,0.0,0.0
sc01,01-05 18:00:00+01:00,0.0,0.0
sc01,01-05 19:00:00+01:00,0.0,0.0
sc01,01-05 20:00:00+01:00,0.0,0.0
sc01,01-05 21:00:00+01:00,0.0,0.0
sc01,01-05 22:00:00+01:00,0.0,0.05
sc01,01-05 23:00:00+01:00,0.0,0.05
sc01,01-06 00:00:00+01:00,0.0,0.05
sc01,01-06 01:00:00+01:00,0.08078392300000026,0.05
sc01,01-06 02:00:00+01:00,0.1,0.05
sc01,01-06 03:00:00+01:00,0.1,0.05
sc01,01-06 04:00:00+01:00,0.1,0.05
sc01,01-06 05:00:00+01:00,0.1,0.05
sc01,01-06 06:00:00+01:00,0.1,0.05
sc01,01-06 07:00:00+01:00,0.06252108199999973,0.05
sc01,01-06 08:00:00+01:00,0.0,0.05
sc01,01-06 09:00:00+01:00,0.0,0.05
sc01,01-06 10:00:00+01:00,0.0,0.05
sc01,01-06 11:00:00+01:00,0.0,0.05
sc01,01-06 12:00:00+01:00,0.022661904999999316,0.05
sc01,01-06 13:00:00+01:00,0.0,0.05
sc01,01-06 14:00:00+01:00,0.0,0.05
sc01,01-06 15:00:00+01:00,0.0,0.0
sc01,01-06 16:00:00+01:00,0.0,0.0
sc01,01-06 17:00:00+01:00,0.0,0.0
sc01,01-06 18:00:00+01:00,0.0,0.0
sc01,01-06 19:00:00+01:00,0.0,0.0
sc01,01-06 20:00:00+01:00,0.05441533399999965,0.05
sc01,01-06 21:00:00+01:00,0.1,0.05
sc01,01-06 22:00:00+01:00,0.1,0.05
sc01,01-06 23:00:00+01:00,0.1,0.05
sc01,01-07 00:00:00+01:00,0.1,0.05
sc01,01-07 01:00:00+01:00,0.1,0.05
sc01,01-07 02:00:00+01:00,0.1,0.05
sc01,01-07 03:00:00+01:00,0.1,0.05
sc01,01-07 04:00:00+01:00,0.1,0.05
sc01,01-07 05:00:00+01:00,0.1,0.05
sc01,01-07 06:00:00+01:00,0.004747255844424419,0.05
sc01,01-07 07:00:00+01:00,0.1,0.05
sc01,01-07 08:00:00+01:00,0.1,0.05
sc01,01-07 09:00:00+01:00,0.055147383999999744,0.05
sc01,01-07 10:00:00+01:00,0.0,0.0
sc01,01-07 11:00:00+01:00,0.0,0.0
sc01,01-07 12:00:00+01:00,0.0,0.0
sc01,01-07 13:00:00+01:00,0.0,0.0
sc01,01-07 14:00:00+01:00,0.0,0.0
sc01,01-07 15:00:00+01:00,0.0,0.0
sc01,01-07 16:00:00+01:00,0.0,0.0
sc01,01-07 17:00:00+01:00,0.0,0.0
sc01,01-07 18:00:00+01:00,0.0,0.0
sc01,01-07 19:00:00+01:00,0.0,0.0
sc01,01-07 20:00:00+01:00,0.0,0.0
sc01,01-07 21:00:00+01:00,0.0,0.0
sc01,01-07 22:00:00+01:00,0.008315256999999465,0.05
sc01,01-07 23:00:00+01:00,0.1,0.05
sc02,01-01 00:00:00+01:00,0.1,0.05
sc02,01-01 01:00:00+01:00,0.1,0.05
sc02,01-01 02:00:00+01:00,0.1,0.05
sc02,01-01 03:00:00+01:00,0.1,0.05
sc02,01-01 04:00:00+01:00,0.1,0.05
sc02,01-01 05:00:00+01:00,0.1,0.05
sc02,01-01 06:00:00+01:00,0.1,0.05
sc02,01-01 07:00:00+01:00,0.1,0.05
sc02,01-01 08:00:00+01:00,0.1,0.05
sc02,01-01 09:00:00+01:00,0.1,0.05
sc02,01-01 10:00:00+01:00,0.1,0.05
sc02,01-01 11:00:00+01:00,0.1,0.05
sc02,01-01 12:00:00+01:00,0.1,0.05
sc02,01-01 13:00:00+01:00,0.1,0.05
sc02,01-01 14:00:00+01:00,0.1,0.05
sc02,01-01 15:00:00+01:00,0.1,0.05
sc02,01-01 16:00:00+01:00,0.0992495779999999,0.05
sc02,01-01 17:00:00+01:00,0.018638841999999323,0.05
sc02,01-01 18:00:00+01:00,0.028030391000000043,0.05
sc02,01-01 19:00:00+01:00,0.08287157300000036,0.05
sc02,01-01 20:00:00+01:00,0.1,0.05
sc02,01-01 21:00:00+01:00,0.1,0.05
sc02,01-01 22:00:00+01:00,0.1,0.05
sc02,01-01 23:00:00+01:00,0.1,0.05
sc02,01-02 00:00:00+01:00,0.1,0.05
sc02,01-02 01:00:00+01:00,0.1,0.05
sc02,01-02 02:00:00+01:00,0.1,0.05
sc02,01-02 03:00:00+01:00,0.1,0.05
sc02,01-02 04:00:00+01:00,0.1,0.05
sc02,01-02 05:00:00+01:00,0.1,0.05
sc02,01-02 06:00:00+01:00,0.08242068800000013,0.05
sc02,01-02 07:00:00+01:00,0.0,0.0
sc02,01-02 08:00:00+01:00,0.0,0.0
sc02,01-02 09:00:00+01:00,0.0,0.0
sc02,01-02 10:00:00+01:00,0.0,0.0
sc02,01-02 11:00:00+01:00,0.0,0.0
sc02,01-02 12:00:00+01:00,0.0,0.0
sc02,01-02 13:00:00+01:00,0.0,0.0
sc02,01-02 14:00:00+01:00,0.0,0.0
sc02,01-02 15:00:00+01:00,0.0,0.0
sc02,01-02 16:00:00+01:00,0.0,0.0
sc02,01-02 17:00:00+01:00,0.0,0.0
sc02,01-02 18:00:00+01:00,0.0,0.0
sc02,01-02 19:00:00+01:00,0.0,0.0
sc02,01-02 20:00:00+01:00,0.0,0.0
sc02,01-02 21:00:00+01:00,0.0,0.0
sc02,01-02 22:00:00+01:00,0.0,0.0
sc02,01-02 23:00:00+01:00,0.05181659699999985,0.05
sc02,01-03 00:00:00+01:00,0.1,0.05
sc02,01-03 01:00:00+01:00,0.1,0.05
sc02,01-03 02:00:00+01:00,0.1,0.05
sc02,01-03 03:00:00+01:00,0.1,0.05
sc02,01-03 04:00:00+01:00,0.1,0.05
sc02,01-03 05:00:00+01:00,0.03137342499999962,0.05
sc02,01-03 06:00:00+01:00,0.0,0.0
sc02,01-03 07:00:00+01:00,0.0,0.0
sc02,01-03 08:00:00+01:00,0.0,0.0
sc02,01-03 09:00:00+01:00,0.0,0.0
sc02,01-03 10:00:00+01:00,0.0,0.0
sc02,01-03 11:00:00+01:00,0.0,0.0
sc02,01-03 12:00:00+01:00,0.0,0.0
sc02,01-03 13:00:00+01:00,0.0,0.0
sc02,01-03 14:00:00+01:00,0.0,0.0
sc02,01-03 15:00:00+01:00,0.0,0.0
sc02,01-03 16:00:00+01:00,0.0,0.0
sc02,01-03 17:00:00+01:00,0.0,0.0
sc02,01-03 18:00:00+01:00,0.0,0.0
sc02,01-03 19:00:00+01:00,0.0,0.0
sc02,01-03 20:00:00+01:00,0.0,0.0
sc02,01-03 21:00:00+01:00,0.09279344299999981,0.05
sc02,01-03 22:00:00+01:00,0.1,0.05
sc02,01-03 23:00:00+01:00,0.1,0.05
sc02,01-04 00:00:00+01:00,0.1,0.05
sc02,01-04 01:00:00+01:00,0.1,0.05
sc02,01-04 02:00:00+01:00,0.1,0.05
sc02,01-04 03:00:00+01:00,0.1,0.05
sc02,01-04 04:00:00+01:00,0.1,0.05
sc02,01-04 05:00:00+01:00,0.1,0.05
sc02,01-04 06:00:00+01:00,0.08216329899999952,0.05
sc02,01-04 07:00:00+01:00,0.0,0.0
sc02,01-04 08:00:00+01:00,0.0,0.0
sc02,01-04 09:00:00+01:00,0.0,0.0
sc02,01-04 10:00:00+01:00,0.0,0.0
sc02,01-04 11:00:00+01:00,0.0,0.0
sc02,01-04 12:00:00+01:00,0.0,0.0
sc02,01-04 13:00:00+01:00,0.0,0.0
sc02,01-04 14:00:00+01:00,0.0,0.0
sc02,01-04 15:00:00+01:00,0.0,0.0
sc02,01-04 16:00:00+01:00,0.0,0.0
sc02,01-04 17:00:00+01:00,0.0,0.0
sc02,01-04 18:00:00+01:00,0.0,0.0
sc02,01-04 19:00:00+01:00,0.0,0.0
sc02,01-04 20:00:00+01:00,0.0,0.0
sc02,01-04 21:00:00+01:00,0.0,0.0
sc02,01-04 22:00:00+01:00,0.0,0.0
sc02,01-04 23:00:00+01:00,0.015164956000000118,0.05
sc02,01-05 00:00:00+01:00,0.0397428700000001,0.05
sc02,01-05 01:00:00+01:00,0.06739164300000022,0.05
sc02,01-05 02:00:00+01:00,0.09888151999999983,0.05
sc02,01-05 03:00:00+01:00,0.09075060800000012,0.05
sc02,01-05 04:00:00+01:00,0.0,0.0489757380000001
sc02,01-05 05:00:00+01:00,0.0,0.0
sc02,01-05 06:00:00+01:00,0.0,0.0
sc02,01-05 07:00:00+01:00,0.0,0.0
sc02,01-05 08:00:00+01:00,0.0,0.0
sc02,01-05 09:00:00+01:00,0.0,0.0
sc02,01-05 10:00:00+01:00,0.0,0.0
sc02,01-05 11:00:00+01:00,0.0,0.0
sc02,01-05 12:00:00+01:00,0.0,0.0
sc02,01-05 13:00:00+01:00,0.0,0.0
sc02,01-05 14:00:00+01:00,0.0,0.0
sc02,01-05 15:00:00+01:00,0.0,0.0
sc02,01-05 16:00:00+01:00,0.0,0.0
sc02,01-05 17:00:00+01:00,0.0,0.0
sc02,01-05 18:00:00+01:00,0.0,0.0
sc02,01-05 19:00:00+01:00,0.0,0.0
sc02,01-05 20:00:00+01:00,0.0,0.0
sc02,01-05 21:00:00+01:00,0.0,0.0
sc02,01-05 22:00:00+01:00,0.0,0.0
sc02,01-05 23:00:00+01:00,0.07811691200000015,0.05
sc02,01-06 00:00:00+01:00,0.1,0.05
sc02,01-06 01:00:00+01:00,0.1,0.05
sc02,01-06 02:00:00+01:00,0.1,0.05
sc02,01-06 03:00:00+01:00,0.1,0.05
sc02,01-06 04:00:00+01:00,0.1,0.05
sc02,01-06 05:00:00+01:00,0.1,0.05
sc02,01-06 06:00:00+01:00,0.1,0.05
sc02,01-06 07:00:00+01:00,0.1,0.05
sc02,01-06 08:00:00+01:00,0.1,0.05
sc02,01-06 09:00:00+01:00,0.04977178400000015,0.05
sc02,01-06 10:00:00+01:00,0.0,0.0
sc02,01-06 11:00:00+01:00,0.0,0.0
sc02,01-06 12:00:00+01:00,0.0,0.0
sc02,01-06 13:00:00+01:00,0.0,0.0009061510000000217
sc02,01-06 14:00:00+01:00,0.0,0.0
sc02,01-06 15:00:00+01:00,0.0,0.0
sc02,01-06 16:00:00+01:00,0.0,0.0
sc02,01-06 17:00:00+01:00,0.0,0.0
sc02,01-06 18:00:00+01:00,0.0,0.0
sc02,01-06 19:00:00+01:00,0.0,0.0
sc02,01-06 20:00:00+01:00,0.0,0.0
sc02,01-06 21:00:00+01:00,0.03742183599999971,0.05
sc02,01-06 22:00:00+01:00,0.1,0.05
sc02,01-06 23:00:00+01:00,0.1,0.05
sc02,01-07 00:00:00+01:00,0.1,0.05
sc02,01-07 01:00:00+01:00,0.1,0.05
sc02,01-07 02:00:00+01:00,0.1,0.05
sc02,01-07 03:00:00+01:00,0.1,0.05
sc02,01-07 04:00:00+01:00,0.1,0.05
sc02,01-07 05:00:00+01:00,0.1,0.05
sc02,01-07 06:00:00+01:00,0.1,0.05
sc02,01-07 07:00:00+01:00,0.1,0.05
sc02,01-07 08:00:00+01:00,0.1,0.05
sc02,01-07 09:00:00+01:00,0.0,0.038919323999999755
sc02,01-07 10:00:00+01:00,0.0,0.0
sc02,01-07 11:00:00+01:00,0.0,0.0
sc02,01-07 12:00:00+01:00,0.0,0.0
sc02,01-07 13:00:00+01:00,0.0,0.0
sc02,01-07 14:00:00+01:00,0.0,0.0
sc02,01-07 15:00:00+01:00,0.0,0.0
sc02,01-07 16:00:00+01:00,0.0,0.0
sc02,01-07 17:00:00+01:00,0.0,0.0
sc02,01-07 18:00:00+01:00,0.0,0.0
sc02,01-07 19:00:00+01:00,0.0,0.0
sc02,01-07 20:00:00+01:00,0.0,0.0
sc02,01-07 21:00:00+01:00,0.0,0.0
sc02,01-07 22:00:00+01:00,0.0,0.009871736999999547
sc02,01-07 23:00:00+01:00,0.09482654300000004,0.05
sc03,01-01 00:00:00+01:00,0.1,0.05
sc03,01-01 01:00:00+01:00,0.1,0.05
sc03,01-01 02:00:00+01:00,0.1,0.05
sc03,01-01 03:00:00+01:00,0.1,0.05
sc03,01-01 04:00:00+01:00,0.1,0.05
sc03,01-01 05:00:00+01:00,0.1,0.05
sc03,01-01 06:00:00+01:00,0.1,0.05
sc03,01-01 07:00:00+01:00,0.1,0.05
sc03,01-01 08:00:00+01:00,0.1,0.05
sc03,01-01 09:00:00+01:00,0.1,0.05
sc03,01-01 10:00:00+01:00,0.1,0.05
sc03,01-01 11:00:00+01:00,0.1,0.040313536999999844
sc03,01-01 12:00:00+01:00,0.1,0.05
sc03,01-01 13:00:00+01:00,0.1,0.05
sc03,01-01 14:00:00+01:00,0.1,0.0469769659999999
sc03,01-01 15:00:00+01:00,0.0,0.0
sc03,01-01 16:00:00+01:00,0.0,0.0
sc03,01-01 17:00:00+01:00,0.0,0.0
sc03,01-01 18:00:00+01:00,0.0,0.0
sc03,01-01 19:00:00+01:00,0.0,0.0
sc03,01-01 20:00:00+01:00,0.0,0.0
sc03,01-01 21:00:00+01:00,0.0035952289999998666,0.0
sc03,01-01 22:00:00+01:00,0.1,0.03438439999999954
sc03,01-01 23:00:00+01:00,0.1,0.05
sc03,01-02 00:00:00+01:00,0.1,0.05
sc03,01-02 01:00:00+01:00,0.1,0.05
sc03,01-02 02:00:00+01:00,0.1,0.05
sc03,01-02 03:00:00+01:00,0.1,0.05
sc03,01-02 04:00:00+01:00,0.1,0.05
sc03,01-02 05:00:00+01:00,0.02551267399999979,0.0
sc03,01-02 06:00:00+01:00,0.0,0.0
sc03,01-02 07:00:00+01:00,0.0,0.0
sc03,01-02 08:00:00+01:00,0.0,0.0
sc03,01-02 09:00:00+01:00,0.0,0.0
sc03,01-02 10:00:00+01:00,0.0,0.0
sc03,01-02 11:00:00+01:00,0.0,0.0
sc03,01-02 12:00:00+01:00,0.0,0.0
sc03,01-02 13:00:00+01:00,0.0,0.0
sc03,01-02 14:00:00+01:00,0.0,0.0
sc03,01-02 15:00:00+01:00,0.0,0.0
sc03,01-02 16:00:00+01:00,0.0,0.0
sc03,01-02 17:00:00+01:00,0.0,0.0
sc03,01-02 18:00:00+01:00,0.0,0.0
sc03,01-02 19:00:00+01:00,0.0,0.0
sc03,01-02 20:00:00+01:00,0.0,0.0
sc03,01-02 21:00:00+01:00,0.0,0.0
sc03,01-02 22:00:00+01:00,0.0,0.02488485699999987
sc03,01-02 23:00:00+01:00,0.1,0.05
sc03,01-03 00:00:00+01:00,0.1,0.05
sc03,01-03 01:00:00+01:00,0.0,0.05
sc03,01-03 02:00:00+01:00,0.011374819207756242,0.05
sc03,01-03 03:00:00+01:00,0.1,0.05
sc03,01-03 04:00:00+01:00,0.0,0.05
sc03,01-03 05:00:00+01:00,0.1,0.05
sc03,01-03 06:00:00+01:00,0.0,0.0
sc03,01-03 07:00:00+01:00,0.0,0.0
sc03,01-03 08:00:00+01:00,0.0,0.0
sc03,01-03 09:00:00+01:00,0.0,0.0
sc03,01-03 10:00:00+01:00,0.0,0.0
sc03,01-03 11:00:00+01:00,0.0,0.0
sc03,01-03 12:00:00+01:00,0.0,0.0
sc03,01-03 13:00:00+01:00,0.0,0.0
sc03,01-03 14:00:00+01:00,0.0,0.0
sc03,01-03 15:00:00+01:00,0.0,0.0
sc03,01-03 16:00:00+01:00,0.0,0.0
sc03,01-03 17:00:00+01:00,0.0,0.0
sc03,01-03 18:00:00+01:00,0.0,0.0
sc03,01-03 19:00:00+01:00,0.0,0.0
sc03,01-03 20:00:00+01:00,0.09369371099999968,0.05
sc03,01-03 21:00:00+01:00,0.1,0.05
sc03,01-03 22:00:00+01:00,0.1,0.05
sc03,01-03 23:00:00+01:00,0.1,0.05
sc03,01-04 00:00:00+01:00,0.1,0.05
sc03,01-04 01:00:00+01:00,0.1,0.05
sc03,01-04 02:00:00+01:00,0.1,0.05
sc03,01-04 03:00:00+01:00,0.1,0.05
sc03,01-04 04:00:00+01:00,0.1,0.05
sc03,01-04 05:00:00+01:00,0.1,0.05
sc03,01-04 06:00:00+01:00,0.1,0.05
sc03,01-04 07:00:00+01:00,0.07853662468443033,0.014012435315569411
sc03,01-04 08:00:00+01:00,0.0,0.0
sc03,01-04 09:00:00+01:00,0.0,0.0
sc03,01-04 10:00:00+01:00,0.0,0.0
sc03,01-04 11:00:00+01:00,0.0,0.0
sc03,01-04 12:00:00+01:00,0.0,0.0
sc03,01-04 13:00:00+01:00,0.0,0.0
sc03,01-04 14:00:00+01:00,0.0,0.0
sc03,01-04 15:00:00+01:00,0.0,0.0
sc03,01-04 16:00:00+01:00,0.0,0.0
sc03,01-04 17:00:00+01:00,0.0,0.0
sc03,01-04 18:00:00+01:00,0.0,0.0
sc03,01-04 19:00:00+01:00,0.0,0.0
sc03,01-04 20:00:00+01:00,0.0,0.0
sc03,01-04 21:00:00+01:00,0.0,0.0
sc03,01-04 22:00:00+01:00,0.02354317299999964,0.05
sc03,01-04 23:00:00+01:00,0.1,0.02520065600000032
sc03,01-05 00:00:00+01:00,0.1,0.03505594999999995
sc03,01-05 01:00:00+01:00,0.1,0.05
sc03,01-05 02:00:00+01:00,0.1,0.05
sc03,01-05 03:00:00+01:00,0.1,0.05
sc03,01-05 04:00:00+01:00,0.08097235800000002,0.0
sc03,01-05 05:00:00+01:00,0.0,0.0
sc03,01-05 06:00:00+01:00,0.0,0.0
sc03,01-05 07:00:00+01:00,0.0,0.0
sc03,01-05 08:00:00+01:00,0.0,0.0
sc03,01-05 09:00:00+01:00,0.0,0.0
sc03,01-05 10:00:00+01:00,0.0,0.0
sc03,01-05 11:00:00+01:00,0.0,0.0
sc03,01-05 12:00:00+01:00,0.0,0.0
sc03,01-05 13:00:00+01:00,0.0,0.0
sc03,01-05 14:00:00+01:00,0.0,0.0
sc03,01-05 15:00:00+01:00,0.0,0.0
sc03,01-05 16:00:00+01:00,0.0,0.0
sc03,01-05 17:00:00+01:00,0.0,0.0
sc03,01-05 18:00:00+01:00,0.0,0.0
sc03,01-05 19:00:00+01:00,0.0,0.0
sc03,01-05 20:00:00+01:00,0.0,0.0
sc03,01-05 21:00:00+01:00,0.0,0.0
sc03,01-05 22:00:00+01:00,0.0,0.006138285999999549
sc03,01-05 23:00:00+01:00,0.1,0.05
sc03,01-06 00:00:00+01:00,0.1,0.05
sc03,01-06 01:00:00+01:00,0.1,0.05
sc03,01-06 02:00:00+01:00,0.1,0.05
sc03,01-06 03:00:00+01:00,0.1,0.05
sc03,01-06 04:00:00+01:00,0.1,0.05
sc03,01-06 05:00:00+01:00,0.1,0.05
sc03,01-06 06:00:00+01:00,0.1,0.05
sc03,01-06 07:00:00+01:00,0.1,0.05
sc03,01-06 08:00:00+01:00,0.1,0.05
sc03,01-06 09:00:00+01:00,0.1,0.05
sc03,01-06 10:00:00+01:00,0.023030531999999382,0.05
sc03,01-06 11:00:00+01:00,0.0,0.006168022999999967
sc03,01-06 12:00:00+01:00,0.0,0.021339764999999455
sc03,01-06 13:00:00+01:00,0.002482541000000116,0.05
sc03,01-06 14:00:00+01:00,0.00288746300000009,0.05
sc03,01-06 15:00:00+01:00,0.0,0.0
sc03,01-06 16:00:00+01:00,0.0,0.0
sc03,01-06 17:00:00+01:00,0.0,0.0
sc03,01-06 18:00:00+01:00,0.0,0.0
sc03,01-06 19:00:00+01:00,0.0,0.0
sc03,01-06 20:00:00+01:00,0.0,0.035732193999999606
sc03,01-06 21:00:00+01:00,0.1,0.05
sc03,01-06 22:00:00+01:00,0.1,0.05
sc03,01-06 23:00:00+01:00,0.1,0.05
sc03,01-07 00:00:00+01:00,0.1,0.05
sc03,01-07 01:00:00+01:00,0.1,0.05
sc03,01-07 02:00:00+01:00,0.1,0.05
sc03,01-07 03:00:00+01:00,0.1,0.05
sc03,01-07 04:00:00+01:00,0.1,0.05
sc03,01-07 05:00:00+01:00,0.1,0.05
sc03,01-07 06:00:00+01:00,0.1,0.05
sc03,01-07 07:00:00+01:00,0.1,0.05
sc03,01-07 08:00:00+01:00,0.1,0.05
sc03,01-07 09:00:00+01:00,0.022033353999999616,0.05
sc03,01-07 10:00:00+01:00,0.0,0.0
sc03,01-07 11:00:00+01:00,0.0,0.0
sc03,01-07 12:00:00+01:00,0.0,0.0
sc03,01-07 13:00:00+01:00,0.0,0.0
sc03,01-07 14:00:00+01:00,0.0,0.0
sc03,01-07 15:00:00+01:00,0.0,0.0
sc03,01-07 16:00:00+01:00,0.0,0.0
sc03,01-07 17:00:00+01:00,0.0,0.0
sc03,01-07 18:00:00+01:00,0.0,0.0
sc03,01-07 19:00:00+01:00,0.0,0.0
sc03,01-07 20:00:00+01:00,0.0,0.0
sc03,01-07 21:00:00+01:00,0.0,0.0
sc03,01-07 22:00:00+01:00,0.0,0.03409349699999964
sc03,01-07 23:00:00+01:00,0.1,0.05
